#,Song,Artist,Genres,Album,Album Date
1475,Hard To Explain,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1476,When It Started,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1477,Trying Your Luck,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1478,Take It Or Leave It,The Strokes,"garage rock, alternative rock, indie rock",Is This It,2001-07-30
1479,What Ever Happened?,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1480,Reptilia,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1481,Automatic Stop,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1482,12:51,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1483,Between Love & Hate,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1484,Meet Me in the Bathroom,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1485,Under Control,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1486,The Way It Is,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1487,The End Has No End,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1488,I Can't Win,The Strokes,"garage rock, alternative rock, indie rock",Room On Fire,2003-10-28
1489,Slow Hands,Interpol,"indie rock, post-punk",Antics,2004-09-27
1490,SICKO MODE,Travis Scott,rap,ASTROWORLD,2018-08-03
1491,Midsummer Madness,"88rising, Joji, Rich Brian",indonesian hip hop,Head In The Clouds,2018-07-20
1525,Junk Of The Heart (Happy),The Kooks,"indie, indie rock",Junk Of The Heart,2011-01-01
1526,A-Punk,Vampire Weekend,"indie, baroque pop",Vampire Weekend,2008-01-29
1527,Give Me a Try,The Wombats,indie,Glitterbug (Deluxe Edition),2015-04-14
1529,Ghost,Parekh & Singh,"indian indie, hindi indie",Ocean,2016-10-28
1532,Arabella,Arctic Monkeys,"indie, garage rock",AM,2013-09-09
1533,Flowers in Your Hair,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1534,Classy Girls,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1535,Submarines,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1536,Dead Sea,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1537,Ho Hey,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1538,Slow It Down,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1539,Stubborn Love,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1540,Big Parade,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1541,Charlie Boy,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1542,Flapper Girl,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1543,Morning Song,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1544,Ain't Nobody's Problem,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1545,This Must Be The Place (Naïve Melody),The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1546,Elouise,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1547,Darlene,The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1548,Slow It Down (live),The Lumineers,"folk pop, indie folk",The Lumineers (Deluxe Edition),2013-08-20
1549,Strutter,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1550,Nothin' To Lose,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1551,Firehouse,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1552,Cold Gin,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1553,Let Me Know,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1554,Kissin' Time,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1555,Deuce,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1556,Love Theme From Kiss,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1557,"100,000 Years",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1558,Black Diamond,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Kiss,1974-02-18
1559,Got To Choose,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1560,Parasite,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1561,Goin' Blind,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1562,Hotter Than Hell,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1563,"Let Me Go, Rock 'N Roll",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1564,All The Way,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1565,Watchin' You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1566,Mainline,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1567,Comin' Home,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1568,Strange Ways,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hotter Than Hell,1974-10-22
1569,Room Service,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1570,Two Timer,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1571,Ladies In Waiting,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1572,Getaway,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1573,Rock Bottom,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1574,C'mon And Love Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1575,Anything For My Baby,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1576,She,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1577,Love Her All I Can,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1578,Rock And Roll All Nite,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dressed To Kill,1975-03-19
1579,Deuce,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1580,Strutter,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1581,Got To Choose,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1582,Hotter Than Hell,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1583,Firehouse,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1584,Nothin' To Lose,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1585,C'mon And Love Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1586,Parasite,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1587,She,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1588,Watchin' You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1589,"100,000 Years",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1590,Black Diamond,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1591,Rock Bottom,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1592,Cold Gin,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1593,Rock And Roll All Nite,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1594,"Let Me Go, Rock 'N Roll",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive!,1975-09-10
1595,Detroit Rock City,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1596,King Of The Night Time World,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1597,God Of Thunder,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1598,Great Expectations,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1599,Flaming Youth,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1600,Sweet Pain,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1601,Shout It Out Loud,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1602,Beth,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1603,Do You Love Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1604,Rock 'N' Roll Party,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Destroyer,1976-03-15
1605,I Want You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1606,Take Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1607,Calling Dr. Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1608,Ladies Room,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1609,Baby Driver,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1610,Love 'Em And Leave 'Em,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1611,Mr. Speed,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1612,See You In Your Dreams,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1613,Hard Luck Woman,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1614,Makin' Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Rock And Roll Over,1976-11-11
1615,I Stole Your Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1616,Christine Sixteen,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1617,Got Love For Sale,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1618,Shock Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1619,Tomorrow And Tonight,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1620,Love Gun,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1621,Hooligan,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1622,Almost Human,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1623,Plaster Caster,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1624,Then She Kissed Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1625,Much Too Soon - Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1626,Plaster Caster - Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1627,Reputation - Gene Simmons Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1628,Love Gun - Teaching Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1629,Love Gun - Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1630,Gene Simmons Interview - 1977,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1631,Tomorrow And Tonight - Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1632,I Know Who You Are - Demo,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1633,Love Gun - Live/1977,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1634,Christine Sixteen - Live/1977,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1635,Shock Me - Live/1977,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Love Gun (Deluxe Edition),1977-06-30
1636,Detroit Rock City,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1637,King Of The Night Time World,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1638,Ladies Room,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1639,Makin' Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1640,Love Gun,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1641,Calling Dr. Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1642,Christine Sixteen,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1643,Shock Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1644,Hard Luck Woman,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1645,Tomorrow And Tonight,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1646,I Stole Your Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1647,Beth,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1648,God Of Thunder,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1649,I Want You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1650,Shout It Out Loud,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1651,All American Man,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1652,Rockin' In The U.S.A.,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1653,Larger Than Life,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1654,Rocket Ride,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1655,Any Way You Want It,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Alive II (Remastered Version),1977-10-14
1656,I Was Made For Lovin' You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1657,"2,000 Man",KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1658,Sure Know Something,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1659,Dirty Livin',KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1660,Charisma,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1661,Magic Touch,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1662,Hard Times,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1663,X-Ray Eyes,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1664,Save Your Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Dynasty,1979-03-23
1665,Is That You?,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1666,Shandi,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1667,Talk To Me,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1668,Naked City,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1669,What Makes The World Go Round,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1670,Tomorrow,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1671,Two Sides Of The Coin,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1672,She's So European,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1673,Easy As It Seems,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1674,Torpedo Girl,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1675,You're All That I Want,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Unmasked,1980-05-20
1676,Fanfare,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1677,Just A Boy,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1678,Odyssey,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1679,Only You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1680,Under The Rose,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1681,Dark Light,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1682,A World Without Heroes,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1683,The Oath,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1684,Mr. Blackwell,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1685,Escape From The Island,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1686,I,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Music From  The Elder  (Remastered),1981-11-16
1687,Creatures Of The Night,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1688,Saint And Sinner,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1689,Keep Me Comin',KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1690,Rock And Roll Hell,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1691,Danger,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1692,I Love It Loud,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1693,I Still Love You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1694,Killer,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1695,War Machine,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Creatures Of The Night,1982-10-13
1696,Exciter,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1697,Not For The Innocent,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1698,Lick It Up,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1699,Young And Wasted,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1700,Gimme More,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1701,All Hell's Breakin' Loose,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1702,A Million To One,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1703,Fits Like A Glove,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1704,Dance All Over Your Face,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1705,And On The 8th Day,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Lick It Up,1983-09-18
1706,I've Had Enough (Into The Fire),KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1707,Heaven's On Fire,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1708,Burn Bitch Burn,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1709,Get All You Can Take,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1710,Lonely Is The Hunter,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1711,Under The Gun,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1712,Thrills In The Night,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1713,While The City Sleeps,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1714,Murder In High-Heels,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Animalize,1984-09-13
1715,King Of The Mountain,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1716,Any Way You Slice It,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1717,Who Wants To Be Lonely,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1718,Trial By Fire,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1719,I'm Alive,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1720,Love's A Deadly Weapon,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1721,Tears Are Falling,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1722,Secretly Cruel,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1723,Radar For Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1724,Uh! All Night,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Asylum,1985-09-16
1725,Crazy Crazy Nights,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1726,I'll Fight Hell To Hold You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1727,Bang Bang You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1728,No No No,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1729,Hell Or High Water,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1730,My Way,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1731,When Your Walls Come Down,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1732,Reason To Live,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1733,Good Girl Gone Bad,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1734,Turn On The Night,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1735,Thief In The Night,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Crazy Nights,1987-09-18
1736,Rise To It,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1737,Betrayed,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1738,Hide Your Heart,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1739,Prisoner Of Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1740,Read My Body,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1741,Love's A Slap In The Face,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1742,Forever,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1743,Silver Spoon,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1744,Cadillac Dreams,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1745,King Of Hearts,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1746,The Street Giveth And The Street Taketh Away,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1747,You Love Me To Hate You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1748,Somewhere Between Heaven And Hell,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1749,Little Caesar,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1750,Boomerang,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Hot In The Shade,1989-01-01
1751,Unholy,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1752,Take It Off,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1753,Tough Love,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1754,Spit,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1755,God Gave Rock 'N' Roll To You II,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1756,Domino,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1757,Heart Of Chrome,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1758,Thou Shalt Not,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1759,Every Time I Look At You,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1760,Paralyzed,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1761,I Just Wanna,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1762,Carr Jam 1981,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Revenge,1992-01-01
1763,Hate,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1764,Rain,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1765,Master & Slave,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1766,Childhood's End,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
1767,I Will Be There,KISS,"glam rock, glam metal, hard rock, rock, classic rock",Carnival Of Souls: The Final Sessions,1997-10-28
